order_id,customer_id,order_date,delivery_time_min,status,total_amount_xaf,city,quartier,product_category,courier_id,order_hour,order_day_of_week
101284,CUST10696,02/16/2025,39.6,livré,15578.0,Yaoundé ,Efoulan,Resaturation,1,15,Sunday
101285,CUST10458,19/01/2025 10:05,83.4,en_retard,17308.0,DOUALA,Makepe,Épicérie,26,10,Sunday
101286,CUST17287,2025-01-25 22:38:00,116.3,En_retard,10214.0,douala ,Nyalla,articles menagers,8,22,Saturday
101287,CUST90237,2025-03-03 08:27:00,64.5,livré,40927.0,yaounde,Nlongkak,Pharmcie,11,8,Monday
101288,CUST10399,2024-06-28 13:39:00,25.1,livré,23455.0,Douala ,Yassa,,43,13,Friday
101289,CUST10785,01/06/2023 19:23,45.7,livré,26073.0,Bafoussam,Kamkop,articles menagers,16,19,Thursday
101290,CUST10259,23/12/2024 10:31,8.7,annulé,45267.0,Bafoussam ,Tougang,,9,10,Monday
101291,CUST17325,06/10/2024 10:40,46.4,livré,1926.0,yaounde,Efoulan,produits_frais,23,10,Sunday
101292,CUST11250,03-02-2024,252.0,en_retard,37212.0,Yaoundé ,Mendong,,15,18,Saturday
101293,CUST10274,16-12-2024,13.2,annulé,10760.0,yaounde,Essos,Épicerie,6,10,Monday
101294,CUST11735,2022-12-12 10:09:00,11.4,Annulé,80000,DOUALA,Bali,pharmacie,15,10,Monday
101295,CUST10349,05/01/2025 20:26,40.5,livré,10098.0,Bafoussam,Fomekoua,,31,20,Sunday
101296,CUST11877,17/05/2024 12:35,169.7,en_retard,18731.0,Yaounde,Nlongkak,,41,12,Friday
101297,CUST12005,01/31/2025,28.8,livré,22287.0,Bafoussam ,Tamdja,,27,16,Friday
101298,CUST17276,08/02/2025 17:33,77.4,livré,68283.0,Yaounde,Nlongkak,Articles ménagers,26,17,Saturday
101299,CUST10102,2024-07-09 10:15:00,19.3,livré,8715.0,Bafoussam ,Tougang,,5,10,Tuesday
101300,CUST10286,2023-07-24 16:27:00,26.6,livré,25000,douala,Bonabéri,Épicerie,20,16,Monday
101301,CUST12009,2023-10-20 22:13:00,53.4,livré,33729.0,YAOUNDE,Melen,,10,22,Friday
101302,CUST11982,2022-02-28 23:35:00,,livré,6618.0,Bafoussam ,Ndiengdam,Papeterie,4,23,Monday
101303,CUST17304,2023-03-24 18:37:00,63.6,livré,8000,BAFOUSSAM,Bamendzi,Hygiéne,47,18,Friday
101304,CUST11983,2024-08-20 11:55:00,93.9,en_retard,7308.0,yaounde,Ngoa-Ekele,,43,11,Tuesday
101305,CUST12019,2023/11/03 11:37,,annulé,36554.0,Douala,PK12,Cosmétiques,46,11,Friday
101306,CUST17321,2023-11-05 11:15:00,,livré,2475.0,Yaounde,Tsinga,Hygiène,34,11,Sunday
101307,CUST11573,19/02/2024 11:48,37.3,livré,5771.0,Douala,New-Bell,Épicerie,29,11,Monday
101308,CUST10897,18/03/2023 10:11,143.6,en_retard,26603.0,YAOUNDE,Efoulan,pharmacie,10,10,Saturday
101309,CUST10382,15 July 2024,91.2,livré,13448.0,YAOUNDE,Nkomo,Cosmétiques,28,8,Monday
101310,CUST17120,2023-10-23 16:10:00,114.9,en_retard,7127.0,Bafoussam ,Fomekoua,Restaurant,19,16,Monday
101311,CUST10237,09-10-2024,35.4,livré,9962.0,Bafoussam ,Bamendzi,Cosmetique,22,11,Wednesday
101312,CUST11028,26-05-2023,,livré,21165.0,DOUALA,Cité des Palmiers,pharmacie,37,7,Friday
101313,CUST90820,2024-12-16 13:04:00,33.6,livré,15783.0,Douala ,Cité des Palmiers,Pharmacie,3,13,Monday
101314,CUST11461,26/05/2022 14:17,24.0,livré,9673.0,yaounde,Messa,Restauration,37,14,Thursday
101315,CUST11594,06/06/2024 21:41,38.6,livré,292792.0,Douala ,Yassa,Électronique,16,21,Thursday
101316,CUST10978,14/04/2024 18:00,67.0,livré,10556.0,DOUALA,Ndogpassi,Cosmétiques,42,18,Sunday
101317,CUST11044,21/05/2023 09:20,86.2,en_retard,18000,Douala ,Akwa,Restauration,40,9,Sunday
101318,CUST11423,07 December 2024,51.3,livre,15000,YAOUNDE,Ngoa-Ekele,boissons,15,20,Saturday
101319,CUST11242,2024-01-22 12:10:00,20.6,Annulé,-2485.0,Douala,PK8,BOISSONS,38,12,Monday
101320,CUST11069,04/01/2025 20:25,38.8,livré,16445.0,YAOUNDE,Essos,Articles Ménagers,32,20,Saturday
101321,CUST10171,2025-01-22 16:28:00,10.5,annulé,33402.0,Bafoussam,Bamendzi,cosmetiques,26,16,Wednesday
101322,CUST11717,2023-03-02 19:04:00,106.2,livré,11180.0,Yaoundé,Omnisport,Boissons,32,19,Thursday
101323,CUST11170,20/08/2022 11:46,16.2,annulé,15000,Bafoussam,Tougang,Papeterie,40,11,Saturday
101324,CUST10697,2023-03-06 23:25:00,166.7,en_retard,4750.0,Yaoundé ,Etoudi,Produits Frais,33,23,Monday
101325,CUST11733,03/31/2024,84.6,livré,-4369.0,douala ,Nkolmesseng,produits_frais,47,17,Sunday
101326,CUST10615,08/03/2025 21:01,,en_cours,56353.0,Douala,Deido,PHARMACIE,23,21,Saturday
101327,CUST10172,2023-07-26 10:00:00,135.9,EN_RETARD,5002.0,Yaoundé ,Santa Barbara,EPICERIE,27,10,Wednesday
101328,CUST11119,2022/11/07 08:11,51.2,livré,6320.0,Bafoussam,Pefura,Épicérie,30,8,Monday
101329,CUST11298,18/02/2024 13:57,,livré,16788.0,Douala ,Deido,Restaurant,6,13,Sunday
101330,CUST17329,2024-06-23 08:40:00,88.6,livré,25000,douala ,Logbessou,Epicerie,24,8,Sunday
101331,CUST10686,2022-12-02 19:35:00,,annulé,11913.0,DOUALA,Bonamoussadi,Boisssons,45,19,Friday
101332,CUST11046,28 December 2024,46.8,livré ,22525.0,Yaoundé,Mokolo,,38,15,Saturday
101333,CUST10009,02 January 2025,74.7,retard,34849.0,Douala,Bonapriso,,28,12,Thursday
101334,CUST90903,27 December 2024,65.6,livré,4278.0,Douala ,Yassa,restauration,21,8,Friday
101335,CUST11793,2023/03/23 07:12,,en_retard,-3681.0,douala ,Logbessou,Produits Frais,30,7,Thursday
101336,CUST11954,09/07/2024,40.4,livré,34654.0,douala,PK12,Pharmacie,20,19,Saturday
101337,CUST11994,22/02/2024 18:22,48.2,livré,120000,Yaounde,Madagascar,Vétements,19,18,Thursday
101338,CUST17360,2024/08/22 19:46,80.2,livré,16592.0,douala ,PK8,epicerie,38,19,Thursday
101339,CUST10562,24-01-2024,36.8,livré,14856.0,yaounde,Nkomo,Epicerie,33,12,Wednesday
101340,CUST11559,21/11/2022 19:56,5,annulé,26732.0,DOUALA,New-Bell,Cosmetique,39,19,Monday
101341,CUST10603,2025-01-21 20:53:00,143.8,en_retard,22099.0,Douala ,Beedi,,16,20,Tuesday
101342,CUST17355,15/11/2024 20:23,38.4,livré,18000,Yaoundé ,Melen,Restaurant,14,20,Friday
101343,CUST11003,2025-02-23 13:54:00,29.7,livré,4413.0,Douala ,Ndogpassi,hygiene,7,13,Sunday
101344,CUST10308,15-12-2024,19.1,livré,3736.0,Douala,Beedi,Produits Frais,12,9,Sunday
101345,CUST17321,2024/10/14 18:37,40.1,livré ,23078.0,Douala ,Bonapriso,,39,18,Monday
101346,CUST10934,02/10/2024 13:31,39.0,livré,23817.0,Douala,Deido,Cosmetique,11,13,Wednesday
101347,CUST11938,2022-09-13 20:01:00,31.9,livré,10579.0,Douala ,New-Bell,Boisssons,28,20,Tuesday
101348,CUST10464,12/08/2024 21:41,116.3,en_retard,4306.0,Douala,Mboppi,boissons,33,21,Monday
101349,CUST10505,2024-04-06 21:31:00,28.1,livré,15000,Douala ,Kotto,BOISSONS,14,21,Saturday
101350,CUST10833,2024-03-03 07:00:00,57.0,livré,13762.0,Douala ,Logbessou,boissons,32,7,Sunday
101351,CUST11253,10/04/2024 14:13,24.0,livré,10770.0,Douala ,Nyalla,boissons,26,14,Wednesday
101352,CUST10413,28/08/2024 22:14,18.8,Livré,385014.0,DOUALA,Ngodi-Bakoko,electronique,22,22,Wednesday
101353,CUST90606,23 June 2022,15.7,annulé,6665.0,Yaoundé,Essos,,15,16,Thursday
101354,CUST11980,02/04/2023 09:35,12.5,annulé,3589.0,douala ,PK12,Produit frais,17,9,Sunday
101355,CUST11369,15-02-2024,26.8,livré,18000,DOUALA,Akwa,Restauration,42,13,Thursday
101356,CUST17338,2023/10/07 08:35,5,annulé,5948.0,Yaoundé,Jouvence,restauration,6,8,Saturday
101357,CUST17357,22 July 2022,142.5,en_retard,13295.0,Douala ,Bonamoussadi,,3,18,Friday
101358,CUST11636,03/09/2024 16:48,43.5,Livré,12179.0,douala ,Beedi,epicerie,31,16,Tuesday
101359,CUST10391,18/04/2024 15:26,114.4,en_retard,80000,Yaoundé,Mvog-Mbi,PHARMACIE,47,15,Thursday
101360,CUST10810,12-03-2024,25.6,livré,,bafoussam,Lekie,Épicérie,40,13,Tuesday
101361,CUST11484,2024/12/29 09:24,,en_cours,17716.0,Bafoussam,Tougang,Resaturation,18,9,Sunday
101362,CUST11088,2024-02-11 19:55:00,73.4,livré,33880.0,Yaounde,Mendong,PHARMACIE,18,19,Sunday
101363,CUST17215,01/10/2024,36.4,livré,46453.0,douala ,PK8,Articles ménagers,46,16,Wednesday
101364,CUST11580,14/06/2024 09:44,64.0,en_retard,4794.0,bafoussam,Baham-Route,produits_frais,27,9,Friday
101365,CUST10236,30/06/2023 20:00,16.1,annulé,20357.0,Douala ,PK8,,25,20,Friday
101366,CUST11326,29 October 2024,33.4,livré,16528.0,Yaoundé ,Emana,,2,15,Tuesday
101367,CUST10962,26-12-2022,55.3,livré,-4750.0,Douala ,Ngodi-Bakoko,Boissons,18,18,Monday
101368,CUST10824,29/09/2023 13:18,72.9,en_retard,40677.0,Douala,Cité des Palmiers,,34,13,Friday
101369,CUST17103,2023/05/27 16:28,38.2,livré,12484.0,douala,Village,Épicerie,35,16,Saturday
101370,CUST11182,2023-09-28 10:57:00,154.5,en_retard,18593.0,Douala,Bali,,15,10,Thursday
101371,CUST10399,12/18/2024,23.6,livré,45964.0,douala ,Ndokotti,Pharmacie,10,21,Wednesday
101372,CUST11927,2023-06-17 11:03:00,5,annulé,3226.0,Yaoundé,Essos,BOISSONS,11,11,Saturday
101373,CUST10001,2024-09-14 16:02:00,,livré,50000,Bafoussam ,Ngouache,,28,16,Saturday
101374,CUST10483,17/08/2023 21:31,,livré,5541.0,douala,New-Bell,boissons,6,21,Thursday
101375,CUST10389,24/01/2025 18:06,77.5,livré,10357.0,Douala,Bepanda,produits_frais,31,18,Friday
101376,CUST12011,2024-06-09 18:48:00,83.5,livré,30751.0,Douala ,Bonanjo,,28,18,Sunday
101377,CUST11315,21 July 2024,5,annulé,7347.0,Douala ,Ndog-Bong,Resaturation,11,17,Sunday
101378,CUST10652,24/02/2024 18:42,49.7,livré,22787.0,Douala ,Nkolmesseng,pharmacie,12,18,Saturday
101379,CUST11903,07-06-2023,26.3,livré,475271.0,douala ,Bonabéri,Électronique,37,12,Wednesday
101380,CUST11199,03/19/2024,148.5,en_retard,26353.0,Douala,Nkolmesseng,,6,12,Tuesday
101381,CUST10782,09-01-2025,38.8,livré,8005.0,Yaoundé ,Mimboman,boissons,29,14,Thursday
101382,CUST11079,10/07/2024 06:50,31.5,livré,6690.0,bafoussam,Famla,Papeterie,16,6,Wednesday
101383,CUST17242,10/03/2025 16:23,23.5,livré,12727.0,bafoussam,Tamdja,BOISSONS,31,16,Monday
101384,CUST12087,02/11/2022 22:56,,livré,13934.0,Yaounde,Efoulan,Vêtements,9,22,Wednesday
101385,CUST10572,2025-02-17 12:30:00,55.1,livré,50878.0,Yaoundé,Efoulan,Vêtements,29,12,Monday
101386,CUST12015,23/02/2023 16:02,135.9,en_retard,5608.0,DOUALA,Ndogpassi,BOISSONS,13,16,Thursday
101387,CUST12076,10/12/2023 10:19,35.9,livré,86952.0,Douala,Yassa,vetements,15,10,Sunday
101388,CUST11202,2024/08/04 20:30,23.3,annulé,14273.0,Bafoussam ,Centre Ville,restauration,47,20,Sunday
101389,CUST11451,29-10-2024,64.1,livré,12000,Yaounde,Elig-Edzoa,Produits frais,30,20,Tuesday
101390,CUST10430,13-04-2024,25.9,Livré,6417.0,douala ,Akwa,Hygiéne,35,9,Saturday
101391,CUST11131,09/12/2024 20:17,32.2,livré,12000,Douala,Bonanjo,Produits frais,25,20,Monday
101392,CUST10249,09/12/2024 17:39,63.0,livré,5260.0,douala,Logbessou,restauration,24,17,Monday
101393,CUST11409,23/10/2024 09:03,20.8,annulé,3879.0,Douala ,Ndog-Bong,Restaurant,6,9,Wednesday
101394,CUST12069,2022-02-06 21:58:00,32.4,livré,6985.0,Bafoussam,Bamougoum,Epicerie,15,21,Sunday
101395,CUST10448,13/12/2022 09:58,,en_cours,7078.0,Yaoundé,Omnisport,,8,9,Tuesday
101396,CUST17206,16/02/2025 20:54,,En_cours,5816.0,Douala,Ndokotti,Produits frais,32,20,Sunday
101397,CUST10002,31-10-2024,46.0,livré,60037.0,Douala ,Ngodi-Bakoko,Vétements,29,18,Thursday
101398,CUST10731,2024/10/15 17:07,,En_cours,25000,Bafoussam ,Djeleng,,17,17,Tuesday
101399,CUST10596,10/05/2023 21:40,20.0,Annulé,26550.0,YAOUNDE,Nlongkak,Pharmcie,45,21,Wednesday
101400,CUST17190,17 January 2024,23.5,annulé,80000,bafoussam,Mossap,pharmacie,5,13,Wednesday
101401,CUST10738,22-03-2024,75.9,livré,279349.0,Yaounde,Jouvence,electronique,15,18,Friday
101402,CUST10889,02/22/2024,32.7,livré,70764.0,Douala ,Bonabéri,vetements,10,12,Thursday
101403,CUST11473,21/02/2025 17:26,191.5,en_retard,48880.0,yaounde,Mvog-Mbi,,8,17,Friday
101404,CUST10936,05/02/2023 10:40,120.8,en_retard,15000,Yaounde,Melen,BOISSONS,15,10,Sunday
101405,CUST10046,18/10/2023 17:34,60.4,livré,5978.0,Douala ,Mboppi,restauration,34,17,Wednesday
101406,CUST10555,26/10/2022 09:42,175.0,en_retard,49283.0,Yaoundé,Santa Barbara,Vêtements,11,9,Wednesday
101407,CUST10973,09 February 2025,,livré,80000,Yaoundé,Messa,pharmacie,17,11,Sunday
101408,CUST11597,04/04/2024 13:11,23.1,annulé,24075.0,BAFOUSSAM,Centre Ville,,28,13,Thursday
101409,CUST10445,17-08-2022,21.7,livré,10124.0,Douala,New-Bell,,23,14,Wednesday
101410,CUST11777,2024/10/29 20:28,41.1,livré,7416.0,douala,Logbessou,restauration,36,20,Tuesday
101411,CUST10364,07/03/2024,44.4,livré,15000,yaounde,Mendong,Boisssons,13,10,Wednesday
101412,CUST17259,05/12/2024 15:48,95.5,en_retard,27124.0,douala,Cité des Palmiers,articles menagers,15,15,Thursday
101413,CUST17260,24-12-2023,102.6,en_retard,29492.0,Bafoussam ,Ngouache,,14,12,Sunday
101414,CUST10042,2024-10-07 19:59:00,257.4,en_retard,15749.0,yaounde,Mokolo,,22,19,Monday
101415,CUST17231,2024/05/21 14:17,48.9,livré,5787.0,douala,Village,restauration,29,14,Tuesday
101416,CUST11391,2025/01/02 11:28,,En_cours,23301.0,Douala ,Makepe,epicerie,22,11,Thursday
101417,CUST11109,24/03/2022 20:58,,en cours,6422.0,Douala ,Ndogpassi,Restauration,45,20,Thursday
101418,CUST10747,03/03/2025 17:19,82.2,livré,12111.0,Yaoundé ,Efoulan,Restaurant,47,17,Monday
101419,CUST12083,01/11/2024 19:36,128.7,en_retard,4080.0,Yaoundé,Mendong,Produits frais,15,19,Friday
101420,CUST11722,19/05/2023 19:46,39.7,livré,6784.0,Douala ,Mboppi,Restauration,9,19,Friday
101421,CUST11664,10/07/2024,154.5,en_retard,4691.0,yaounde,Etoudi,Restauration,35,7,Monday
101422,CUST11398,20/02/2024 22:18,40.5,livré,13160.0,Douala,Bonapriso,,46,22,Tuesday
101423,CUST90477,09/11/2022 18:15,,livré,9881.0,Yaoundé ,Biyem-Assi,Épicerie,1,18,Wednesday
101424,CUST10507,10/06/2024 10:46,23.2,livré,4012.0,Douala,Akwa,Restaurant,25,10,Monday
101425,CUST10843,2025-03-09 17:58:00,384.4,en_retard,65907.0,Yaounde,Ngoa-Ekele,Vêtements,37,17,Sunday
101426,CUST17359,10/06/2024 15:00,24.9,livré,8196.0,Douala,Bepanda,Boisssons,28,15,Monday
101427,CUST11793,2025-03-05 04:55:00,18.8,livré,6408.0,BAFOUSSAM,Mossap,,3,4,Wednesday
101428,CUST90821,2023-10-24 12:05:00,32.1,livré,23138.0,douala ,Ndog-Bong,,32,12,Tuesday
101429,CUST17146,2022-07-08 20:09:00,29.2,livré,59457.0,douala,Nyalla,Pharmacie,29,20,Friday
101430,CUST10726,03/03/2023 19:52,13.2,annulé,-4480.0,Bafoussam,Ndiengdam,,9,19,Friday
101431,CUST11223,2023-06-01 15:34:00,37.1,livré,13112.0,Douala ,PK12,,25,15,Thursday
101432,CUST17343,2024-07-22 17:30:00,58.7,livré,11876.0,Bafoussam,Bamougoum,restauration,47,17,Monday
101433,CUST12020,21/11/2022 19:47,45.8,livré,39283.0,Bafoussam ,Ndiengdam,,22,19,Monday
101434,CUST10837,04-03-2025,,livré,192649.0,douala ,Ndogpassi,Électronique,42,21,Tuesday
101435,CUST11994,2024-03-08 12:04:00,27.6,livré,120000,DOUALA,Ndog-Bong,Vêtements,24,12,Friday
101436,CUST17136,02/03/2025 08:52,183.9,en_retard,21765.0,Douala ,Beedi,Épicérie,2,8,Sunday
101437,CUST10390,11/10/2024 20:15,52.0,livré,6240.0,Yaoundé ,Mendong,Resaturation,38,20,Friday
101438,CUST17377,13-09-2022,56.1,livré,6658.0,yaounde,Essos,Produits Frais,2,11,Tuesday
101439,CUST11178,11/08/2024 05:31,21.6,livré,6538.0,Douala,Kotto,Hygiène,9,5,Sunday
101440,CUST11750,28-06-2022,28.9,livré,10122.0,douala ,Beedi,,15,13,Tuesday
101441,CUST10222,03/05/2024 21:53,32.8,livré,17959.0,douala ,Ndokotti,,2,21,Friday
101442,CUST11665,2024-07-20 12:23:00,29.8,livré,5480.0,Bafoussam ,Pefura,produits_frais,46,12,Saturday
101443,CUST17244,02/21/2025,22.2,annulé,481945.0,Bafoussam,Bamendzi,Électronique,21,14,Friday
101444,CUST90922,2025-01-10 15:55:00,40.1,livre,80000,DOUALA,Bonabéri,Pharmcie,22,15,Friday
101445,CUST11078,09/12/2024 08:53,79.2,livré,25000,Yaounde,Tsinga,epicerie,25,8,Monday
101446,CUST10249,18/02/2023 19:28,48.1,livré,14217.0,Bafoussam ,Ndiengdam,Épicerie,20,19,Saturday
101447,CUST10262,2024-10-11 18:03:00,62.2,livré,5056.0,Yaoundé,Bastos,Produit frais,32,18,Friday
101448,CUST17257,2024-03-02 09:47:00,19.5,livré,2614.0,bafoussam,Centre Ville,Hygiène,3,9,Saturday
101449,CUST12012,01/02/2024 07:46,72.9,livré,17079.0,Bafoussam ,Tougang,Articles Ménagers,39,7,Thursday
101450,CUST10143,2025-01-18 18:49:00,251.6,en_retard,41474.0,yaounde,Obili,vetements,18,18,Saturday
101451,CUST17322,08/03/2024 19:41,70.1,livré,18630.0,DOUALA,New-Bell,,47,19,Friday
101452,CUST11894,2024-09-30 17:33:00,,livré,348359.0,Bafoussam ,Mossap,Électroniques,9,17,Monday
101453,CUST11808,12/26/2024,114.0,en_retard,2435.0,YAOUNDE,Bastos,Papeterie,35,12,Thursday
101454,CUST11677,2022/11/06 14:03,41.3,livré,13613.0,yaounde,Santa Barbara,,26,14,Sunday
101455,CUST10764,21/09/2022 07:49,56.7,livré,2868.0,YAOUNDE,Tsinga,Boisssons,36,7,Wednesday
101456,CUST12030,2024/12/14 16:15,38.4,livré,45000,douala ,Akwa,Cosmétiques,25,16,Saturday
101457,CUST10250,24/12/2023 21:39,22.2,livré,25000,DOUALA,Bali,Épicerie,44,21,Sunday
101458,CUST11335,04/02/2025 10:35,179.6,en_retard,8254.0,Yaoundé ,Efoulan,Resaturation,22,10,Tuesday
101459,CUST10371,02/01/2023 13:45,25.5,annulé,22750.0,douala ,Akwa,Pharmcie,19,13,Monday
101460,CUST10563,05/07/2024 10:59,,livré,9535.0,DOUALA,Ndogpassi,cosmetiques,41,10,Friday
101461,CUST11199,01/17/2025,,en_cours,8902.0,YAOUNDE,Obili,,2,14,Friday
101462,CUST11160,2022-06-18 21:28:00,,livré,7039.0,Douala,New-Bell,restauration,9,21,Saturday
101463,CUST11937,04/01/2023 20:50,88.1,en_retard,8990.0,Douala,PK8,,27,20,Wednesday
101464,CUST10792,26-06-2024,,livré,17942.0,Yaounde,Mokolo,EPICERIE,36,20,Wednesday
101465,CUST10025,10-09-2024,42.0,livré,36595.0,DOUALA,Ndogpassi,vetements,40,12,Tuesday
101466,CUST17338,2024/11/26 11:43,24.2,livré,15000,douala ,Ndog-Bong,Boisssons,31,11,Tuesday
101467,CUST10087,2022/12/23 15:08,5,annulé,69197.0,Douala,Akwa,Articles ménagers,10,15,Friday
101468,CUST11576,07-08-2024,49.4,livré,52654.0,Douala ,Bali,Vétements,42,17,Wednesday
101469,CUST10354,2023-03-02 18:05:00,242.5,en_retard,28258.0,Douala,PK8,cosmetiques,20,18,Thursday
101470,CUST11939,29/11/2022 07:52,246.0,en_retard,16703.0,Yaounde,Obili,Resaturation,35,7,Tuesday
101471,CUST10525,23/11/2022 11:37,,En_cours,15000,DOUALA,New-Bell,Boissons,5,11,Wednesday
101472,CUST11124,04 March 2025,34.2,livré,13656.0,Bafoussam,Djeleng,Resaturation,11,12,Tuesday
101473,CUST11022,2024-12-02 19:20:00,223.7,en_retard,6220.0,Yaoundé,Nkol-Eton,Restauration,14,19,Monday
101474,CUST10059,2024-07-21 16:49:00,103.1,en_retard,22989.0,Yaoundé ,Madagascar,,22,16,Sunday
101475,CUST11824,02/09/2024,40.3,livré,11601.0,DOUALA,Bepanda,Cosmétiques,9,15,Friday
101476,CUST11426,27/02/2025 15:54,139.9,en_retard,72750.0,DOUALA,PK12,Pharmcie,5,15,Thursday
101477,CUST10280,21/03/2024 11:40,43.6,livré,25490.0,Yaoundé,Essos,,25,11,Thursday
101478,CUST10367,11/01/2025 16:31,34.9,livré,4219.0,YAOUNDE,Ngoa-Ekele,Restaurant,26,16,Saturday
101479,CUST10599,2024/10/02 14:37,28.4,livré,,douala,Bonabéri,EPICERIE,46,14,Wednesday
101480,CUST12087,21/08/2022 21:54,43.2,livré,7544.0,Yaoundé,Santa Barbara,hygiene,27,21,Sunday
101481,CUST11180,27-01-2023,99.3,en_retard,37851.0,Yaounde,Efoulan,Articles Ménagers,30,14,Friday
101482,CUST11753,2023-06-06 09:22:00,34.8,livré,16790.0,Douala,Ngodi-Bakoko,,41,9,Tuesday
101483,CUST10463,09/11/2024 17:13,22.4,annulé,12797.0,Yaounde,Mimboman,Restaurant,3,17,Saturday
101484,CUST10876,2022-09-27 12:40:00,56.6,livré,45174.0,Yaoundé ,Briqueterie,pharmacie,38,12,Tuesday
101485,CUST11311,03/09/2022 10:44,13.2,annulé,15000,YAOUNDE,Tsinga,Boisssons,16,10,Saturday
101486,CUST11789,28/01/2024 14:15,33.5,Livré,7469.0,yaounde,Briqueterie,Produit frais,44,14,Sunday
101487,CUST11175,10/03/2025 12:19,118.9,en_retard,38555.0,douala ,Kotto,Pharmacie,47,12,Monday
101488,CUST12033,27/01/2025 21:32,36.1,livré,3783.0,DOUALA,New-Bell,produits_frais,8,21,Monday
101489,CUST17247,08/10/2024 20:33,14.9,annulé,18000,Douala ,Nyalla,Resaturation,1,20,Tuesday
101490,CUST10572,05/09/2024 14:30,47.4,livre,45000,yaounde,Briqueterie,Cosmétiques,7,14,Thursday
101491,CUST11016,2024-03-23 13:42:00,36.6,livré,6414.0,YAOUNDE,Nkomo,Hygiéne,42,13,Saturday
101492,CUST17193,16 February 2025,124.7,en_retard,6405.0,Yaoundé,Omnisport,papeterie,30,9,Sunday
101493,CUST10355,02/03/2024 19:29,61.0,livré,11002.0,Bafoussam,Pefura,restauration,10,19,Saturday
101494,CUST11879,09/07/2024 15:12,187.1,en_retard,53075.0,Yaounde,Omnisport,Électronique,28,15,Tuesday
101495,CUST11584,2023-11-03 14:35:00,163.0,en_retard,55518.0,Yaoundé ,Biyem-Assi,articles menagers,32,14,Friday
101496,CUST10537,13/01/2025 20:17,34.5,livré,8596.0,douala,Deido,Cosmétiques,28,20,Monday
101497,CUST17238,14-12-2023,32.6,livré,16518.0,Douala ,Akwa,,29,11,Thursday
101498,CUST11755,2024-02-15 21:15:00,26.4,livré,11482.0,DOUALA,Ngodi-Bakoko,Restauration,3,21,Thursday
101499,CUST11545,07/06/2022 15:15,34.5,livré,8940.0,yaounde,Bastos,Restauration,47,15,Tuesday
101500,CUST10333,2024/09/16 17:57,185.7,en_retard,4173.0,Yaoundé ,Elig-Edzoa,Produits Frais,21,17,Monday
101501,CUST11829,2023/03/01 10:07,,Livré,15000,douala ,Bonapriso,papeterie,11,10,Wednesday
101502,CUST11049,2023-08-11 12:10:00,48.5,livré,8000,Yaoundé ,Jouvence,Hygiène,36,12,Friday
101503,CUST11018,2022/11/25 14:53,125.2,en_retard,10591.0,DOUALA,Nyalla,,6,14,Friday
101504,CUST10719,2022-09-30 12:23:00,159.5,en_retard,6035.0,YAOUNDE,Mendong,Papeterie,44,12,Friday
101505,CUST10652,18-08-2024,43.4,Livré,6753.0,douala ,New-Bell,Épicerie,1,19,Sunday
101506,CUST12029,04/02/2025 13:42,,en_cours,10047.0,yaounde,Omnisport,,31,13,Tuesday
101507,CUST11913,23-06-2022,36.4,livré,-4977.0,douala,Bonabéri,Resaturation,42,9,Thursday
101508,CUST10010,21/09/2023 19:41,147.0,en_retard,,YAOUNDE,Elig-Edzoa,produits_frais,45,19,Thursday
101509,CUST11485,2023-07-02 20:52:00,50.3,livré,12491.0,Yaoundé,Santa Barbara,,7,20,Sunday
101510,CUST11590,24/04/2022 13:33,87.1,en_retard,4259.0,Douala,Makepe,Produit frais,44,13,Sunday
101511,CUST10719,14/01/2024 12:14,,Livré,13379.0,yaounde,Efoulan,Restauration,19,12,Sunday
101512,CUST11609,2025-03-09 17:51:00,12.8,annulé,5429.0,BAFOUSSAM,Kamkop,Produits Frais,9,17,Sunday
101513,CUST90601,27/02/2024 19:36,76.5,livré,80000,yaounde,Emana,Pharmacie,41,19,Tuesday
101514,CUST10530,25/08/2024 20:14,52.4,livré,5624.0,Yaoundé,Elig-Edzoa,papeterie,15,20,Sunday
101515,CUST11300,17/12/2024 17:43,106.4,en_retard,51840.0,Douala ,Akwa,articles menagers,14,17,Tuesday
101516,CUST12088,11/10/2024 14:19,15.0,livré,15656.0,Bafoussam ,Pefura,EPICERIE,16,14,Friday
101517,CUST10722,24/04/2023 09:00,81.3,En_retard,135816.0,Douala ,Mboppi,Électroniques,38,9,Monday
101518,CUST11613,10 November 2023,37.0,livré,7838.0,Yaoundé ,Essos,papeterie,1,21,Friday
101519,CUST10912,24-05-2024,20.3,livré,9515.0,Bafoussam ,Centre Ville,Resaturation,9,20,Friday
101520,CUST11198,2024/08/19 19:42,206.4,en_retard,6001.0,Yaounde,Mvog-Mbi,epicerie,46,19,Monday
101521,CUST12065,2024-04-22 08:42:00,313.1,en_retard,19847.0,Douala ,Bonanjo,PHARMACIE,39,8,Monday
101522,CUST10790,01/08/2023 14:20,111.4,En_retard,23192.0,douala,Village,articles menagers,11,14,Tuesday
101523,CUST17320,2022-07-24 05:18:00,20.8,livré,6045.0,Bafoussam,Ndiengdam,boissons,33,5,Sunday
101524,CUST11642,07/08/2023 18:53,,livré,17181.0,Douala,PK12,epicerie,12,18,Monday
101525,CUST10562,13/10/2024 15:09,16.1,livré,21862.0,Bafoussam ,Lekie,,36,15,Sunday
