item_id,order_id,product_id,product_name,product_category,quantity,unit_price_xaf,line_total_xaf
4592,101866,107,Pâtes alimentaires 500g,Épicerie,4,777.0,3108.0
4593,101867,804,Papier toilette x6,Hygiène,1,1965.0,1965.0
4594,101868,501,Poulet DG portion,Restauration,1,3778.0,3778.0
4595,101868,404,Thermomètre digital,Pharmacie,1,13227.0,13227.0
4596,101868,202,Coca-Cola 1.5L,Boissons,1,748.0,748.0
4597,101869,604,Batterie externe 10000mAh,Électronique,5,20334.0,101670.0
4598,101869,804,Papier toilette x6,Hygiène,1,1833.0,1833.0
4599,101869,603,Écouteurs sans fil,Électronique,1,26976.0,26976.0
4600,101870,205,Eau Supermont 10L,Boissons,2,2401.0,4802.0
4601,101870,803,Brosse à dents,Hygiène,1,1638.0,1638.0
4602,101871,1002,Cahier 100 pages,Papeterie,1,756.0,756.0
4603,101871,1003,Ramette A4 500 feuilles,Papeterie,1,5149.0,5149.0
4604,101871,108,Tomate concentrée 400g,Épicerie,3,1004.0,3012.0
4605,101871,405,Sulfate de Zinc 20mg,Pharmacie,1,3390.0,3390.0
4606,101871,205,Eau Supermont 10L,Boissons,1,2289.0,2289.0
4607,101872,505,Jollof Rice portion,Restauration,1,1866.0,1866.0
4608,101873,505,Jollof Rice portion,Restauration,3,1914.0,5742.0
4609,101874,402,Moustiquaire imprégnée,Pharmacie,1,8883.0,8883.0
4610,101874,704,Déodorant Axe 150ml,Cosmétiques,1,3249.0,3249.0
4611,101875,108,Tomate concentrée 400g,Épicerie,1,936.0,936.0
4612,101876,403,Préservatifs x3,Pharmacie,1,1368.0,1368.0
4613,101876,1001,Stylos x10,Papeterie,1,1116.0,1116.0
4614,101876,505,Jollof Rice portion,Restauration,2,2077.0,4154.0
4615,101876,702,Gel douche Dove 250ml,Cosmétiques,1,2686.0,2686.0
4616,101877,702,Gel douche Dove 250ml,Cosmétiques,1,2811.0,2811.0
4617,101878,202,Coca-Cola 1.5L,Boissons,3,787.0,2361.0
4618,101879,203,Bière Castel 65cl,Boissons,1,762.0,762.0
4619,101879,601,Câble USB-C 1m,Électronique,2,2435.0,4870.0
4620,101879,602,Chargeur 20W,Électronique,5,8855.0,44275.0
4621,101880,107,Pâtes alimentaires 500g,Épicerie,1,834.0,834.0
4622,101881,204,Jus Tampico 1L,Boissons,1,1183.0,1183.0
4623,101882,901,T-shirt basique M,Vêtements,5,5601.0,28005.0
4624,101883,405,Sulfate de Zinc 20mg,Pharmacie,1,3688.0,3688.0
4625,101883,402,Moustiquaire imprégnée,Pharmacie,3,8055.0,24165.0
4626,101883,603,Écouteurs sans fil,Électronique,1,25124.0,25124.0
4627,101884,405,Sulfate de Zinc 20mg,Pharmacie,1,3372.0,3372.0
4628,101885,201,Eau minérale 1.5L,Boissons,4,427.0,1708.0
4629,101886,101,Riz Uncle Ben's 5kg,Épicerie,1,3812.0,3812.0
4630,101886,402,Moustiquaire imprégnée,Pharmacie,3,8364.0,25092.0
4631,101886,1001,Stylos x10,Papeterie,2,1193.0,2386.0
4632,101887,306,Légumes verts 500g,Produits frais,4,427.0,1708.0
4633,101887,503,Pizza Marguerita,Restauration,1,6700.0,6700.0
4634,101888,103,Farine de blé 1kg,Épicerie,3,892.0,2676.0
4635,101889,902,Pagnes 6 yards,Vêtements,1,16775.0,16775.0
4636,101889,109,Sardines en boîte 200g,Épicerie,1,999.0,999.0
4637,101890,803,Brosse à dents,Hygiène,5,1610.0,8050.0
4638,101891,401,Paracétamol 500mg x16,Pharmacie,1,1443.0,1443.0
4639,101891,901,T-shirt basique M,Vêtements,3,5541.0,16623.0
4640,101892,802,Lessive Ariel 1kg,Hygiène,2,4130.0,8260.0
4641,101893,401,Paracétamol 500mg x16,Pharmacie,1,1681.0,1681.0
4642,101893,104,Sucre cristallisé 1kg,Épicerie,4,678.0,2712.0
4643,101894,604,Batterie externe 10000mAh,Électronique,4,18203.0,72812.0
4644,101894,507,Spaghetti bolognaise,Restauration,3,2558.0,7674.0
4645,101894,206,Nescafé 200g,Boissons,2,4227.0,8454.0
4646,101894,704,Déodorant Axe 150ml,Cosmétiques,1,3825.0,3825.0
4647,101894,106,Lait Neslac 400g,Épicerie,1,4741.0,4741.0
4648,101895,804,Papier toilette x6,Hygiène,1,2229.0,2229.0
4649,101895,701,Crème Nivea 200ml,Cosmétiques,1,3284.0,3284.0
4650,101895,302,Oignons 1kg,Produits frais,1,552.0,552.0
4651,101895,901,T-shirt basique M,Vêtements,2,5233.0,10466.0
4652,101896,703,Shampooing Pantene 400ml,Cosmétiques,1,4833.0,4833.0
4653,101897,401,Paracétamol 500mg x16,Pharmacie,2,1619.0,3238.0
4654,101898,304,Poisson Capitaine 1kg,Produits frais,1,3909.0,3909.0
4655,101898,903,Chaussures sport 42,Vêtements,4,36195.0,144780.0
4656,101899,802,Lessive Ariel 1kg,Hygiène,2,4181.0,8362.0
4657,101899,603,Écouteurs sans fil,Électronique,1,24851.0,24851.0
4658,101899,105,Sel iodé 500g,Épicerie,1,276.0,276.0
4659,101900,304,Poisson Capitaine 1kg,Produits frais,1,3672.0,3672.0
4660,101900,109,Sardines en boîte 200g,Épicerie,3,1051.0,3153.0
4661,101900,204,Jus Tampico 1L,Boissons,1,1248.0,1248.0
4662,101901,303,Poulet entier 1kg,Produits frais,3,4698.0,14094.0
4663,101902,506,Eru + Water fufu,Restauration,1,3334.0,3334.0
4664,101902,401,Paracétamol 500mg x16,Pharmacie,1,1718.0,1718.0
4665,101903,304,Poisson Capitaine 1kg,Produits frais,1,3426.0,3426.0
4666,101903,803,Brosse à dents,Hygiène,2,1444.0,2888.0
4667,101904,401,Paracétamol 500mg x16,Pharmacie,2,1675.0,3350.0
4668,101905,604,Batterie externe 10000mAh,Électronique,1,17183.0,17183.0
4669,101905,302,Oignons 1kg,Produits frais,4,518.0,2072.0
4670,101906,502,Ndolé haricot,Restauration,1,2633.0,2633.0
4671,101906,803,Brosse à dents,Hygiène,2,1692.0,3384.0
4672,101907,105,Sel iodé 500g,Épicerie,1,239.0,239.0
4673,101907,204,Jus Tampico 1L,Boissons,3,1165.0,3495.0
4674,101907,1001,Stylos x10,Papeterie,2,1295.0,2590.0
4675,101907,405,Sulfate de Zinc 20mg,Pharmacie,1,3637.0,3637.0
4676,101907,804,Papier toilette x6,Hygiène,4,1971.0,7884.0
4677,101908,203,Bière Castel 65cl,Boissons,3,703.0,2109.0
4678,101908,704,Déodorant Axe 150ml,Cosmétiques,1,3862.0,3862.0
4679,101908,201,Eau minérale 1.5L,Boissons,1,360.0,360.0
4680,101909,902,Pagnes 6 yards,Vêtements,2,19285.0,38570.0
4681,101909,401,Paracétamol 500mg x16,Pharmacie,4,1685.0,6740.0
4682,101910,502,Ndolé haricot,Restauration,3,2826.0,8478.0
4683,101910,110,Cube Maggi x10,Épicerie,4,541.0,2164.0
4684,101910,305,Plantains régime,Produits frais,1,1414.0,1414.0
4685,101911,106,Lait Neslac 400g,Épicerie,1,4304.0,4304.0
4686,101911,804,Papier toilette x6,Hygiène,1,1809.0,1809.0
4687,101911,504,Burger Classic,Restauration,5,4213.0,21065.0
4688,101912,203,Bière Castel 65cl,Boissons,4,692.0,2768.0
4689,101913,403,Préservatifs x3,Pharmacie,3,1215.0,3645.0
4690,101914,801,Savon Omo 400g,Hygiène,4,825.0,3300.0
4691,101914,205,Eau Supermont 10L,Boissons,1,2277.0,2277.0
4692,101915,201,Eau minérale 1.5L,Boissons,2,432.0,864.0
4693,101915,401,Paracétamol 500mg x16,Pharmacie,2,1560.0,3120.0
4694,101916,405,Sulfate de Zinc 20mg,Pharmacie,1,3336.0,3336.0
4695,101916,403,Préservatifs x3,Pharmacie,2,1197.0,2394.0
4696,101916,104,Sucre cristallisé 1kg,Épicerie,1,747.0,747.0
4697,101916,503,Pizza Marguerita,Restauration,3,6118.0,18354.0
4698,101917,402,Moustiquaire imprégnée,Pharmacie,3,9489.0,28467.0
4699,101918,603,Écouteurs sans fil,Électronique,1,26853.0,26853.0
4700,101918,703,Shampooing Pantene 400ml,Cosmétiques,1,5005.0,5005.0
4701,101918,105,Sel iodé 500g,Épicerie,1,227.0,227.0
4702,101918,507,Spaghetti bolognaise,Restauration,2,2691.0,5382.0
4703,101919,101,Riz Uncle Ben's 5kg,Épicerie,4,3611.0,14444.0
4704,101920,505,Jollof Rice portion,Restauration,1,2160.0,2160.0
4705,101921,105,Sel iodé 500g,Épicerie,1,236.0,236.0
4706,101921,110,Cube Maggi x10,Épicerie,2,497.0,994.0
4707,101921,704,Déodorant Axe 150ml,Cosmétiques,4,3734.0,14936.0
4708,101922,701,Crème Nivea 200ml,Cosmétiques,3,3514.0,10542.0
4709,101922,206,Nescafé 200g,Boissons,1,3563.0,3563.0
4710,101922,501,Poulet DG portion,Restauration,2,3386.0,6772.0
4711,101923,104,Sucre cristallisé 1kg,Épicerie,3,642.0,1926.0
4712,101923,1001,Stylos x10,Papeterie,4,1344.0,5376.0
4713,101924,902,Pagnes 6 yards,Vêtements,2,16577.0,33154.0
4714,101924,505,Jollof Rice portion,Restauration,5,2026.0,10130.0
4715,101924,506,Eru + Water fufu,Restauration,4,3176.0,12704.0
4716,101925,603,Écouteurs sans fil,Électronique,1,23540.0,23540.0
4717,101925,306,Légumes verts 500g,Produits frais,2,374.0,748.0
4718,101925,605,Coque téléphone,Électronique,1,3857.0,3857.0
4719,101925,601,Câble USB-C 1m,Électronique,2,2430.0,4860.0
4720,101925,108,Tomate concentrée 400g,Épicerie,2,940.0,1880.0
4721,101925,903,Chaussures sport 42,Vêtements,3,34688.0,104064.0
4722,101926,503,Pizza Marguerita,Restauration,3,6778.0,20334.0
4723,101927,202,Coca-Cola 1.5L,Boissons,3,736.0,2208.0
4724,101927,501,Poulet DG portion,Restauration,3,3248.0,9744.0
4725,101927,102,Huile palme 1L,Épicerie,1,1314.0,1314.0
4726,101928,802,Lessive Ariel 1kg,Hygiène,4,4914.0,19656.0
4727,101928,505,Jollof Rice portion,Restauration,3,1909.0,5727.0
4728,101929,602,Chargeur 20W,Électronique,4,9072.0,36288.0
4729,101929,205,Eau Supermont 10L,Boissons,2,2696.0,5392.0
4730,101930,604,Batterie externe 10000mAh,Électronique,4,17778.0,71112.0
4731,101930,202,Coca-Cola 1.5L,Boissons,2,845.0,1690.0
4732,101930,405,Sulfate de Zinc 20mg,Pharmacie,3,3264.0,9792.0
4733,101930,109,Sardines en boîte 200g,Épicerie,3,1167.0,3501.0
4734,101931,502,Ndolé haricot,Restauration,1,2828.0,2828.0
4735,101931,304,Poisson Capitaine 1kg,Produits frais,3,3719.0,11157.0
4736,101931,403,Préservatifs x3,Pharmacie,1,1363.0,1363.0
4737,101931,106,Lait Neslac 400g,Épicerie,1,4134.0,4134.0
4738,101931,903,Chaussures sport 42,Vêtements,1,34582.0,34582.0
4739,101932,105,Sel iodé 500g,Épicerie,3,269.0,807.0
4740,101932,506,Eru + Water fufu,Restauration,1,2981.0,2981.0
4741,101932,305,Plantains régime,Produits frais,3,1545.0,4635.0
4742,101932,306,Légumes verts 500g,Produits frais,1,369.0,369.0
4743,101933,901,T-shirt basique M,Vêtements,2,4972.0,9944.0
4744,101933,301,Tomates fraîches 1kg,Produits frais,3,578.0,1734.0
4745,101933,504,Burger Classic,Restauration,1,4084.0,4084.0
4746,101934,704,Déodorant Axe 150ml,Cosmétiques,1,3458.0,3458.0
4747,101934,501,Poulet DG portion,Restauration,4,3901.0,15604.0
4748,101935,202,Coca-Cola 1.5L,Boissons,2,875.0,1750.0
4749,101935,110,Cube Maggi x10,Épicerie,1,500.0,500.0
4750,101935,204,Jus Tampico 1L,Boissons,3,1279.0,3837.0
4751,101936,203,Bière Castel 65cl,Boissons,1,652.0,652.0
4752,101936,102,Huile palme 1L,Épicerie,2,1262.0,2524.0
4753,101936,305,Plantains régime,Produits frais,4,1446.0,5784.0
4754,101936,301,Tomates fraîches 1kg,Produits frais,1,573.0,573.0
4755,101936,801,Savon Omo 400g,Hygiène,3,862.0,2586.0
4756,101937,802,Lessive Ariel 1kg,Hygiène,2,4400.0,8800.0
4757,101937,501,Poulet DG portion,Restauration,1,3610.0,3610.0
4758,101938,704,Déodorant Axe 150ml,Cosmétiques,1,3622.0,3622.0
4759,101938,102,Huile palme 1L,Épicerie,2,1106.0,2212.0
4760,101938,203,Bière Castel 65cl,Boissons,1,634.0,634.0
4761,101938,505,Jollof Rice portion,Restauration,2,2267.0,4534.0
4762,101939,902,Pagnes 6 yards,Vêtements,4,17008.0,68032.0
4763,101940,303,Poulet entier 1kg,Produits frais,3,5072.0,15216.0
4764,101940,601,Câble USB-C 1m,Électronique,2,2597.0,5194.0
4765,101940,301,Tomates fraîches 1kg,Produits frais,1,665.0,665.0
4766,101941,802,Lessive Ariel 1kg,Hygiène,1,4331.0,4331.0
4767,101941,902,Pagnes 6 yards,Vêtements,1,16502.0,16502.0
4768,101941,103,Farine de blé 1kg,Épicerie,1,727.0,727.0
4769,101941,201,Eau minérale 1.5L,Boissons,5,419.0,2095.0
4770,101941,704,Déodorant Axe 150ml,Cosmétiques,1,3171.0,3171.0
4771,101942,203,Bière Castel 65cl,Boissons,1,775.0,775.0
4772,101942,1001,Stylos x10,Papeterie,1,1087.0,1087.0
4773,101942,401,Paracétamol 500mg x16,Pharmacie,1,1531.0,1531.0
4774,101942,103,Farine de blé 1kg,Épicerie,2,839.0,1678.0
4775,101943,901,T-shirt basique M,Vêtements,4,4866.0,19464.0
4776,101944,704,Déodorant Axe 150ml,Cosmétiques,3,3166.0,9498.0
4777,101944,803,Brosse à dents,Hygiène,1,1487.0,1487.0
4778,101945,205,Eau Supermont 10L,Boissons,4,2346.0,9384.0
4779,101945,206,Nescafé 200g,Boissons,1,3927.0,3927.0
4780,101945,106,Lait Neslac 400g,Épicerie,1,4446.0,4446.0
4781,101946,401,Paracétamol 500mg x16,Pharmacie,1,1693.0,1693.0
4782,101946,109,Sardines en boîte 200g,Épicerie,2,1049.0,2098.0
4783,101946,108,Tomate concentrée 400g,Épicerie,4,923.0,3692.0
4784,101946,302,Oignons 1kg,Produits frais,3,564.0,1692.0
4785,101946,507,Spaghetti bolognaise,Restauration,1,3055.0,3055.0
4786,101946,405,Sulfate de Zinc 20mg,Pharmacie,2,3455.0,6910.0
4787,101947,506,Eru + Water fufu,Restauration,2,2867.0,5734.0
4788,101947,108,Tomate concentrée 400g,Épicerie,2,1030.0,2060.0
4789,101947,803,Brosse à dents,Hygiène,2,1531.0,3062.0
4790,101947,603,Écouteurs sans fil,Électronique,2,28020.0,56040.0
4791,101947,402,Moustiquaire imprégnée,Pharmacie,3,7890.0,23670.0
4792,101948,101,Riz Uncle Ben's 5kg,Épicerie,1,3846.0,3846.0
4793,101948,901,T-shirt basique M,Vêtements,4,5030.0,20120.0
4794,101948,401,Paracétamol 500mg x16,Pharmacie,1,1603.0,1603.0
4795,101949,109,Sardines en boîte 200g,Épicerie,1,1112.0,1112.0
4796,101949,602,Chargeur 20W,Électronique,1,9477.0,9477.0
4797,101949,405,Sulfate de Zinc 20mg,Pharmacie,3,3463.0,10389.0
4798,101949,601,Câble USB-C 1m,Électronique,5,2869.0,14345.0
4799,101949,604,Batterie externe 10000mAh,Électronique,1,19405.0,19405.0
4800,101950,507,Spaghetti bolognaise,Restauration,2,2739.0,5478.0
4801,101950,603,Écouteurs sans fil,Électronique,1,26499.0,26499.0
4802,101950,1001,Stylos x10,Papeterie,1,1116.0,1116.0
4803,101951,403,Préservatifs x3,Pharmacie,1,1215.0,1215.0
4804,101951,802,Lessive Ariel 1kg,Hygiène,4,4549.0,18196.0
4805,101951,107,Pâtes alimentaires 500g,Épicerie,1,687.0,687.0
4806,101951,304,Poisson Capitaine 1kg,Produits frais,1,3274.0,3274.0
4807,101951,602,Chargeur 20W,Électronique,1,8078.0,8078.0
4808,101951,501,Poulet DG portion,Restauration,1,3182.0,3182.0
4809,101952,1002,Cahier 100 pages,Papeterie,1,796.0,796.0
4810,101952,102,Huile palme 1L,Épicerie,1,1181.0,1181.0
4811,101952,107,Pâtes alimentaires 500g,Épicerie,2,720.0,1440.0
4812,101953,602,Chargeur 20W,Électronique,1,8301.0,8301.0
4813,101953,202,Coca-Cola 1.5L,Boissons,1,879.0,879.0
4814,101954,903,Chaussures sport 42,Vêtements,2,33123.0,66246.0
4815,101954,402,Moustiquaire imprégnée,Pharmacie,5,8771.0,43855.0
4816,101955,704,Déodorant Axe 150ml,Cosmétiques,1,3656.0,3656.0
4817,101956,110,Cube Maggi x10,Épicerie,2,454.0,908.0
4818,101957,701,Crème Nivea 200ml,Cosmétiques,2,3160.0,6320.0
4819,101957,403,Préservatifs x3,Pharmacie,1,1347.0,1347.0
4820,101958,107,Pâtes alimentaires 500g,Épicerie,1,679.0,679.0
4821,101959,306,Légumes verts 500g,Produits frais,1,384.0,384.0
4822,101960,803,Brosse à dents,Hygiène,5,1696.0,8480.0
4823,101960,802,Lessive Ariel 1kg,Hygiène,1,5075.0,5075.0
4824,101960,703,Shampooing Pantene 400ml,Cosmétiques,1,4571.0,4571.0
4825,101961,205,Eau Supermont 10L,Boissons,1,2793.0,2793.0
4826,101962,1002,Cahier 100 pages,Papeterie,1,782.0,782.0
4827,101962,204,Jus Tampico 1L,Boissons,2,1143.0,2286.0
4828,101963,402,Moustiquaire imprégnée,Pharmacie,1,8222.0,8222.0
4829,101963,104,Sucre cristallisé 1kg,Épicerie,1,598.0,598.0
4830,101963,803,Brosse à dents,Hygiène,1,1566.0,1566.0
4831,101963,302,Oignons 1kg,Produits frais,2,536.0,1072.0
4832,101963,301,Tomates fraîches 1kg,Produits frais,3,597.0,1791.0
4833,101964,605,Coque téléphone,Électronique,1,3450.0,3450.0
4834,101964,802,Lessive Ariel 1kg,Hygiène,1,4298.0,4298.0
4835,101964,801,Savon Omo 400g,Hygiène,1,765.0,765.0
4836,101964,102,Huile palme 1L,Épicerie,1,1335.0,1335.0
4837,101965,903,Chaussures sport 42,Vêtements,1,39737.0,39737.0
4838,101966,903,Chaussures sport 42,Vêtements,2,38463.0,76926.0
4839,101967,801,Savon Omo 400g,Hygiène,3,832.0,2496.0
4840,101967,105,Sel iodé 500g,Épicerie,1,286.0,286.0
4841,101967,1001,Stylos x10,Papeterie,1,1289.0,1289.0
4842,101968,306,Légumes verts 500g,Produits frais,2,364.0,728.0
4843,101968,109,Sardines en boîte 200g,Épicerie,1,1063.0,1063.0
4844,101968,603,Écouteurs sans fil,Électronique,1,24690.0,24690.0
4845,101968,502,Ndolé haricot,Restauration,2,2567.0,5134.0
4846,101969,604,Batterie externe 10000mAh,Électronique,1,19727.0,19727.0
4847,101969,102,Huile palme 1L,Épicerie,4,1356.0,5424.0
4848,101969,109,Sardines en boîte 200g,Épicerie,1,1105.0,1105.0
4849,101970,202,Coca-Cola 1.5L,Boissons,4,814.0,3256.0
4850,101970,703,Shampooing Pantene 400ml,Cosmétiques,1,4839.0,4839.0
4851,101970,301,Tomates fraîches 1kg,Produits frais,1,672.0,672.0
4852,101971,404,Thermomètre digital,Pharmacie,2,12658.0,25316.0
4853,101971,402,Moustiquaire imprégnée,Pharmacie,2,8074.0,16148.0
4854,101972,102,Huile palme 1L,Épicerie,1,1139.0,1139.0
4855,101973,107,Pâtes alimentaires 500g,Épicerie,2,850.0,1700.0
4856,101974,801,Savon Omo 400g,Hygiène,2,825.0,1650.0
4857,101975,404,Thermomètre digital,Pharmacie,3,12428.0,37284.0
4858,101975,101,Riz Uncle Ben's 5kg,Épicerie,2,3574.0,7148.0
4859,101976,503,Pizza Marguerita,Restauration,1,5584.0,5584.0
4860,101976,306,Légumes verts 500g,Produits frais,2,401.0,802.0
4861,101977,403,Préservatifs x3,Pharmacie,1,1171.0,1171.0
4862,101978,109,Sardines en boîte 200g,Épicerie,2,1130.0,2260.0
4863,101978,404,Thermomètre digital,Pharmacie,3,13678.0,41034.0
4864,101979,103,Farine de blé 1kg,Épicerie,1,777.0,777.0
4865,101980,108,Tomate concentrée 400g,Épicerie,1,854.0,854.0
4866,101980,803,Brosse à dents,Hygiène,1,1714.0,1714.0
4867,101980,903,Chaussures sport 42,Vêtements,2,38194.0,76388.0
4868,101981,1003,Ramette A4 500 feuilles,Papeterie,3,5558.0,16674.0
4869,101981,306,Légumes verts 500g,Produits frais,1,423.0,423.0
4870,101981,107,Pâtes alimentaires 500g,Épicerie,4,742.0,2968.0
4871,101982,504,Burger Classic,Restauration,1,4333.0,4333.0
4872,101982,102,Huile palme 1L,Épicerie,4,1372.0,5488.0
4873,101982,507,Spaghetti bolognaise,Restauration,2,2777.0,5554.0
4874,101982,205,Eau Supermont 10L,Boissons,1,2710.0,2710.0
4875,101983,104,Sucre cristallisé 1kg,Épicerie,2,717.0,1434.0
4876,101984,602,Chargeur 20W,Électronique,2,8371.0,16742.0
4877,101985,405,Sulfate de Zinc 20mg,Pharmacie,1,3476.0,3476.0
4878,101986,206,Nescafé 200g,Boissons,1,4198.0,4198.0
4879,101986,104,Sucre cristallisé 1kg,Épicerie,5,701.0,3505.0
4880,101986,201,Eau minérale 1.5L,Boissons,1,425.0,425.0
4881,101986,105,Sel iodé 500g,Épicerie,1,236.0,236.0
4882,101986,202,Coca-Cola 1.5L,Boissons,1,725.0,725.0
4883,101987,104,Sucre cristallisé 1kg,Épicerie,2,628.0,1256.0
4884,101987,205,Eau Supermont 10L,Boissons,1,2850.0,2850.0
4885,101988,404,Thermomètre digital,Pharmacie,1,13635.0,13635.0
4886,101989,605,Coque téléphone,Électronique,2,3153.0,6306.0
4887,101989,202,Coca-Cola 1.5L,Boissons,4,885.0,3540.0
4888,101990,502,Ndolé haricot,Restauration,1,2488.0,2488.0
4889,101991,204,Jus Tampico 1L,Boissons,2,1149.0,2298.0
4890,101991,306,Légumes verts 500g,Produits frais,1,370.0,370.0
4891,101991,202,Coca-Cola 1.5L,Boissons,4,857.0,3428.0
4892,101992,107,Pâtes alimentaires 500g,Épicerie,3,749.0,2247.0
4893,101992,503,Pizza Marguerita,Restauration,3,6839.0,20517.0
4894,101993,405,Sulfate de Zinc 20mg,Pharmacie,1,3451.0,3451.0
4895,101993,1002,Cahier 100 pages,Papeterie,1,787.0,787.0
4896,101993,602,Chargeur 20W,Électronique,1,8294.0,8294.0
4897,101994,801,Savon Omo 400g,Hygiène,2,826.0,1652.0
4898,101994,803,Brosse à dents,Hygiène,1,1354.0,1354.0
4899,101994,403,Préservatifs x3,Pharmacie,1,1371.0,1371.0
4900,101995,403,Préservatifs x3,Pharmacie,4,1179.0,4716.0
4901,101995,201,Eau minérale 1.5L,Boissons,2,403.0,806.0
4902,101995,306,Légumes verts 500g,Produits frais,3,403.0,1209.0
4903,101996,306,Légumes verts 500g,Produits frais,4,368.0,1472.0
4904,101997,404,Thermomètre digital,Pharmacie,1,11014.0,11014.0
4905,101998,702,Gel douche Dove 250ml,Cosmétiques,1,2974.0,2974.0
4906,101998,605,Coque téléphone,Électronique,2,3657.0,7314.0
4907,101999,402,Moustiquaire imprégnée,Pharmacie,1,8795.0,8795.0
4908,101999,704,Déodorant Axe 150ml,Cosmétiques,1,3188.0,3188.0
4909,101999,505,Jollof Rice portion,Restauration,2,2244.0,4488.0
4910,102000,103,Farine de blé 1kg,Épicerie,1,756.0,756.0
4911,102000,203,Bière Castel 65cl,Boissons,1,721.0,721.0
4912,102001,1001,Stylos x10,Papeterie,1,1138.0,1138.0
4913,102001,903,Chaussures sport 42,Vêtements,1,34820.0,34820.0
4914,102001,103,Farine de blé 1kg,Épicerie,3,875.0,2625.0
4915,102002,503,Pizza Marguerita,Restauration,3,6256.0,18768.0
4916,102002,203,Bière Castel 65cl,Boissons,1,788.0,788.0
4917,102003,102,Huile palme 1L,Épicerie,3,1232.0,3696.0
4918,102003,306,Légumes verts 500g,Produits frais,1,407.0,407.0
4919,102003,901,T-shirt basique M,Vêtements,4,4997.0,19988.0
4920,102003,101,Riz Uncle Ben's 5kg,Épicerie,1,3511.0,3511.0
4921,102004,803,Brosse à dents,Hygiène,4,1508.0,6032.0
4922,102004,1003,Ramette A4 500 feuilles,Papeterie,4,4676.0,18704.0
4923,102004,605,Coque téléphone,Électronique,1,3694.0,3694.0
4924,102005,902,Pagnes 6 yards,Vêtements,1,16986.0,16986.0
4925,102005,401,Paracétamol 500mg x16,Pharmacie,4,1368.0,5472.0
4926,102006,1002,Cahier 100 pages,Papeterie,1,748.0,748.0
4927,102007,804,Papier toilette x6,Hygiène,3,2240.0,6720.0
4928,102007,108,Tomate concentrée 400g,Épicerie,1,935.0,935.0
4929,102007,603,Écouteurs sans fil,Électronique,1,22643.0,22643.0
4930,102008,402,Moustiquaire imprégnée,Pharmacie,4,8096.0,32384.0
4931,102009,110,Cube Maggi x10,Épicerie,1,452.0,452.0
4932,102009,106,Lait Neslac 400g,Épicerie,4,4604.0,18416.0
4933,102010,405,Sulfate de Zinc 20mg,Pharmacie,1,3951.0,3951.0
4934,102010,203,Bière Castel 65cl,Boissons,4,722.0,2888.0
4935,102010,703,Shampooing Pantene 400ml,Cosmétiques,2,4396.0,8792.0
4936,102011,903,Chaussures sport 42,Vêtements,1,31604.0,31604.0
4937,102012,501,Poulet DG portion,Restauration,1,3199.0,3199.0
4938,102012,108,Tomate concentrée 400g,Épicerie,3,966.0,2898.0
4939,102013,505,Jollof Rice portion,Restauration,3,2237.0,6711.0
4940,102013,501,Poulet DG portion,Restauration,1,3287.0,3287.0
4941,102013,803,Brosse à dents,Hygiène,1,1504.0,1504.0
4942,102013,405,Sulfate de Zinc 20mg,Pharmacie,1,3477.0,3477.0
4943,102014,506,Eru + Water fufu,Restauration,4,2961.0,11844.0
4944,102014,804,Papier toilette x6,Hygiène,1,2096.0,2096.0
4945,102014,403,Préservatifs x3,Pharmacie,1,1315.0,1315.0
4946,102014,1002,Cahier 100 pages,Papeterie,1,841.0,841.0
4947,102014,405,Sulfate de Zinc 20mg,Pharmacie,3,3882.0,11646.0
4948,102015,404,Thermomètre digital,Pharmacie,1,11949.0,11949.0
4949,102016,108,Tomate concentrée 400g,Épicerie,2,1013.0,2026.0
4950,102016,104,Sucre cristallisé 1kg,Épicerie,2,633.0,1266.0
4951,102016,306,Légumes verts 500g,Produits frais,1,384.0,384.0
4952,102016,202,Coca-Cola 1.5L,Boissons,2,723.0,1446.0
4953,102017,604,Batterie externe 10000mAh,Électronique,1,19598.0,19598.0
4954,102018,402,Moustiquaire imprégnée,Pharmacie,1,9651.0,9651.0
4955,102018,305,Plantains régime,Produits frais,1,1643.0,1643.0
4956,102018,901,T-shirt basique M,Vêtements,1,4728.0,4728.0
4957,102018,104,Sucre cristallisé 1kg,Épicerie,1,603.0,603.0
4958,102019,203,Bière Castel 65cl,Boissons,1,760.0,760.0
4959,102019,205,Eau Supermont 10L,Boissons,1,2531.0,2531.0
4960,102019,803,Brosse à dents,Hygiène,2,1507.0,3014.0
4961,102019,108,Tomate concentrée 400g,Épicerie,4,961.0,3844.0
4962,102019,109,Sardines en boîte 200g,Épicerie,3,1209.0,3627.0
4963,102020,305,Plantains régime,Produits frais,4,1433.0,5732.0
4964,102021,206,Nescafé 200g,Boissons,1,4104.0,4104.0
4965,102022,304,Poisson Capitaine 1kg,Produits frais,3,3590.0,10770.0
4966,102022,502,Ndolé haricot,Restauration,1,2316.0,2316.0
4967,102022,505,Jollof Rice portion,Restauration,5,2298.0,11490.0
4968,102022,507,Spaghetti bolognaise,Restauration,3,2765.0,8295.0
4969,102022,603,Écouteurs sans fil,Électronique,3,23777.0,71331.0
4970,102023,505,Jollof Rice portion,Restauration,2,1917.0,3834.0
4971,102024,702,Gel douche Dove 250ml,Cosmétiques,1,3057.0,3057.0
4972,102024,507,Spaghetti bolognaise,Restauration,5,3155.0,15775.0
